Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: randomise_trials,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Manipulation: Spreadsheet
11,1680111389294,29/03/2023 17:36:29,1680096989294,-4,29/03/2023 09:36:29,127819,12,task-t5nj,,28526266,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,collocation,7,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,33.22200000000157,16.611000000000786,33.22200000000157,33.22200000000157,16.611000000000786,33.22200000000157,1,33.22200000000157,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
12,1680111389303,29/03/2023 17:36:29,1680096989303,-4,29/03/2023 09:36:29,127819,12,task-t5nj,,28526266,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,collocation,7,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680097464677,29/03/2023 13:44:24,1680097464677,0,29/03/2023 13:44:24,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680097474629,29/03/2023 13:44:34,1680097474629,0,29/03/2023 13:44:34,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,9959.96,9943.279999999999,9959.96,9959.96,9943.279999999999,9959.96,1,9959.96,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
3,1680097484435,29/03/2023 13:44:44,1680097484435,0,29/03/2023 13:44:44,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,9827.380000000001,9812.759999999998,9827.380000000001,9827.380000000001,9812.759999999998,9827.380000000001,1,9827.380000000001,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
4,1680097498755,29/03/2023 13:44:58,1680097498755,0,29/03/2023 13:44:58,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,14332.920000000006,14316.240000000005,14332.920000000006,14332.920000000006,14316.240000000005,14332.920000000006,1,14332.920000000006,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
5,1680097505042,29/03/2023 13:45:05,1680097505042,0,29/03/2023 13:45:05,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,6304.379999999997,6291.019999999997,6304.379999999997,6304.379999999997,6291.019999999997,6304.379999999997,1,6304.379999999997,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
6,1680097507914,29/03/2023 13:45:07,1680097507914,0,29/03/2023 13:45:07,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,2885.3600000000006,2869.540000000001,2885.3600000000006,2885.3600000000006,2869.540000000001,2885.3600000000006,1,2885.3600000000006,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
7,1680097517617,29/03/2023 13:45:17,1680097517617,0,29/03/2023 13:45:17,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,9719.82,9711.739999999998,9719.82,9719.82,9711.739999999998,9719.82,1,9719.82,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
8,1680097524481,29/03/2023 13:45:24,1680097524481,0,29/03/2023 13:45:24,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,6872.080000000002,6857.900000000009,6872.080000000002,6872.080000000002,6857.900000000009,6872.080000000002,1,6872.080000000002,0,0,,Click Response,Response,3,object-6,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
9,1680097527001,29/03/2023 13:45:27,1680097527001,0,29/03/2023 13:45:27,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,2534.179999999993,2519.179999999993,2534.179999999993,2534.179999999993,2519.179999999993,2534.179999999993,1,2534.179999999993,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
10,1680097531944,29/03/2023 13:45:31,1680097531944,0,29/03/2023 13:45:31,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,4959,4954.960000000006,4959,4959,4954.960000000006,4959,1,4959,0,0,,Click Response,Response,3,object-6,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
11,1680097538449,29/03/2023 13:45:38,1680097538449,0,29/03/2023 13:45:38,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,6508.039999999994,6491.919999999998,6508.039999999994,6508.039999999994,6491.919999999998,6508.039999999994,1,6508.039999999994,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
12,1680097538455,29/03/2023 13:45:38,1680097538455,0,29/03/2023 13:45:38,127819,12,task-t5nj,,28526549,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,collocation,7,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680112205315,29/03/2023 17:50:05,1680097805315,-4,29/03/2023 09:50:05,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680112207051,29/03/2023 17:50:07,1680097807051,-4,29/03/2023 09:50:07,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,1768.8239999999996,1752.1369999999997,1768.8239999999996,1768.8239999999996,1752.1369999999997,1768.8239999999996,1,1768.8239999999996,0,0,,Click Response,Response,2,object-5,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
3,1680112207123,29/03/2023 17:50:07,1680097807123,-4,29/03/2023 09:50:07,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,90.87799999850995,83.4390000000003,90.87799999850995,90.87799999850995,83.4390000000003,90.87799999850995,1,90.87799999850995,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
4,1680112209394,29/03/2023 17:50:09,1680097809394,-4,29/03/2023 09:50:09,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,2278.9389999985096,2269.465,2278.9389999985096,2278.9389999985096,2269.465,2278.9389999985096,1,2278.9389999985096,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
5,1680112209472,29/03/2023 17:50:09,1680097809472,-4,29/03/2023 09:50:09,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,83.4399999999996,66.7519999999995,83.4399999999996,83.4399999999996,66.7519999999995,83.4399999999996,1,83.4399999999996,0,0,,Click Response,Response,3,object-6,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
6,1680112210655,29/03/2023 17:50:10,1680097810655,-4,29/03/2023 09:50:10,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,1201.4830000000002,1184.795,1201.4830000000002,1201.4830000000002,1184.795,1201.4830000000002,1,1201.4830000000002,0,0,,Click Response,Response,2,object-5,1,main,"Era apenas uma pessoa, não duas pessoas. Foi a _______________ .",pessoa mesma,mesma pessoa,opt_b,
7,1680112210711,29/03/2023 17:50:10,1680097810711,-4,29/03/2023 09:50:10,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,74.7269999955297,66.7510000000002,74.7269999955297,74.7269999955297,66.7510000000002,74.7269999955297,1,74.7269999955297,0,0,,Click Response,Response,2,object-5,1,main,Alguns pais estão mais envolvidos na vida de seus filhos do que outros. Os _______________ brinca com seus filhos à noite antes de adormecer.,pais afetuosos,afetuosos pais,opt_a,
8,1680112212042,29/03/2023 17:50:12,1680097812042,-4,29/03/2023 09:50:12,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,1339.0759999970196,1334.9750000000004,1339.0759999970196,1339.0759999970196,1334.9750000000004,1339.0759999970196,1,1339.0759999970196,0,0,,Click Response,Response,3,object-6,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
9,1680112212093,29/03/2023 17:50:12,1680097812093,-4,29/03/2023 09:50:12,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,50.0630000000001,33.375,50.0630000000001,50.0630000000001,33.375,50.0630000000001,1,50.0630000000001,0,0,,Click Response,Response,3,object-6,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
10,1680112213449,29/03/2023 17:50:13,1680097813449,-4,29/03/2023 09:50:13,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,1377.6259999955291,1368.3729999999996,1377.6259999955291,1377.6259999955291,1368.3729999999996,1377.6259999955291,1,1377.6259999955291,0,0,,Click Response,Response,3,object-6,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
11,1680112213501,29/03/2023 17:50:13,1680097813501,-4,29/03/2023 09:50:13,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,61.552999999999884,50.0630000000001,61.552999999999884,61.552999999999884,50.0630000000001,61.552999999999884,1,61.552999999999884,0,0,,Click Response,Response,3,object-6,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
12,1680112213508,29/03/2023 17:50:13,1680097813508,-4,29/03/2023 09:50:13,127819,12,task-t5nj,,28526841,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,collocation,7,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,
1,1680114621298,29/03/2023 18:30:21,1680100221298,-4,29/03/2023 10:30:21,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,
2,1680114627866,29/03/2023 18:30:27,1680100227866,-4,29/03/2023 10:30:27,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,6577.216000047683,6566.508,6577.216000047683,6577.216000047683,6566.508,6577.216000047683,1,6577.216000047683,0,0,,Click Response,Response,2,object-5,1,main,Meus amigos não têm dinheiro. São _______________.,amigos pobres,pobres amigos,opt_a,
3,1680114632042,29/03/2023 18:30:32,1680100232042,-4,29/03/2023 10:30:32,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,4187.2080000476835,4182.9169999999995,4187.2080000476835,4187.2080000476835,4182.9169999999995,4187.2080000476835,1,4187.2080000476835,0,0,,Click Response,Response,2,object-5,1,main,"Entre os alunos, sempre há um equilíbrio de inteligência e estupidez em uma escola. Os _______________ estão sempre nas 'classes de honra'.",estudantes estudiosos,estudiosos estudantes,opt_a,
4,1680114633756,29/03/2023 18:30:33,1680100233756,-4,29/03/2023 10:30:33,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,1717.5910000000003,1716.3960000000006,1717.5910000000003,1717.5910000000003,1716.3960000000006,1717.5910000000003,1,1717.5910000000003,0,0,,Click Response,Response,2,object-5,1,main,"Há muitos pais na platéia da festa. Há crianças que jogam muito bem, mas as que jogam mal são uma vergonha para os pais. Os _______________ batem palmas e gritam por seus filhos.",pais orgulhosos,orgulhosos pais,opt_a,
5,1680114637172,29/03/2023 18:30:37,1680100237172,-4,29/03/2023 10:30:37,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,3417.3950000476834,3416.4300000000003,3417.3950000476834,3417.3950000476834,3416.4300000000003,3417.3950000476834,1,3417.3950000476834,0,0,,Click Response,Response,2,object-5,1,main,Eu a conheci há muitos anos. É uma _______________.,amigo velho,velho amigo,opt_b,
6,1680114642398,29/03/2023 18:30:42,1680100242398,-4,29/03/2023 10:30:42,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,5226.664999856948,5216.4619999999995,5226.664999856948,5226.664999856948,5216.4619999999995,5226.664999856948,1,5226.664999856948,0,0,,Click Response,Response,3,object-6,1,main,"No geral, a dinastia Ming foi uma das mais fortes e bem-sucedidas da história mundial. Os _______________ conquistou muitas terras.",Ming aventureiros,aventureiros Ming,opt_b,
7,1680114646798,29/03/2023 18:30:46,1680100246798,-4,29/03/2023 10:30:46,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,4411.003000047684,4399.690999999999,4411.003000047684,4411.003000047684,4399.690999999999,4411.003000047684,1,4411.003000047684,0,0,,Click Response,Response,2,object-5,1,main,"Não há super-herói que não seja conhecido por sua bondade, coragem e força. Os _______________ do mundo não têm medo de nada.",super-heróis corajosos,corajosos super-heróis,opt_b,
8,1680114649531,29/03/2023 18:30:49,1680100249531,-4,29/03/2023 10:30:49,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,2743.7119999046336,2733.0390000000007,2743.7119999046336,2743.7119999046336,2733.0390000000007,2743.7119999046336,1,2743.7119999046336,0,0,,Click Response,Response,2,object-5,1,main,"Nem todo garoto da minha escola é Atlético, mas os _______________ percorrem 7 milhas todos os dias.",meninos fortes,fortes meninos,opt_a,
9,1680114651263,29/03/2023 18:30:51,1680100251263,-4,29/03/2023 10:30:51,127819,12,task-t5nj,,28528138,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,collocation,7,BAC,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,1743.273000047684,1733.3189999999995,1743.273000047684,1743.273000047684,1733.3189999999995,1743.273000047684,1,1743.273000047684,0,0,,Click Response,Response,3,object-6,1,main,O professor ensina dois cursos que você pode fazer. Há _______________.,opções várias,várias opções,opt_b,
