Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_trials,Spreadsheet: item,Spreadsheet: ANSWER,Spreadsheet: targetresponse,Spreadsheet: type,Manipulation: Spreadsheet,Store: Accuracy,Store: incorrect
62,1680041538031,28/03/2023 22:12:18,1680023538031,-5,28/03/2023 12:12:18,127819,11,task-fg99,,28498964,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,English lextale,4,BCA,BA,eng,60,main,main,l6tere,1,response,tick.png,103.34299999990617,100.06500000000233,103.34299999990617,103.34299999990617,100.06500000000233,103.34299999990617,1,0,103.34299999990617,0,0,,Click Response,Response,1,object-18,main,2,hurricane,tick.png,word,word,,,
63,1680041538755,28/03/2023 22:12:18,1680023538755,-5,28/03/2023 12:12:18,127819,11,task-fg99,,28498964,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,English lextale,4,BCA,BA,eng,61,main,main,l6tere,1,response,tick.png,727.0779999999504,716.9989999999962,727.0779999999504,727.0779999999504,716.9989999999962,727.0779999999504,0,0,727.0779999999504,0,0,,Click Response,Response,1,object-18,main,2,crumper,cross.png,non,non,,,
64,1680041538787,28/03/2023 22:12:18,1680023538787,-5,28/03/2023 12:12:18,127819,11,task-fg99,,28498964,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,English lextale,4,BCA,BA,eng,62,main,main,l6tere,1,response,tick.png,42.678999999930966,33.34799999999814,42.678999999930966,42.678999999930966,33.34799999999814,42.678999999930966,1,0,42.678999999930966,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
65,1680041539865,28/03/2023 22:12:19,1680023539865,-5,28/03/2023 12:12:19,127819,11,task-fg99,,28498964,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,English lextale,4,BCA,BA,eng,63,main,main,l6tere,1,response,tick.png,1083.8650000000052,1067.1900000000023,1083.8650000000052,1083.8650000000052,1067.1900000000023,1083.8650000000052,1,0,1083.8650000000052,0,0,,Click Response,Response,1,object-18,main,2,screech,tick.png,word,word,,,
66,1680041539869,28/03/2023 22:12:19,1680023539869,-5,28/03/2023 12:12:19,127819,11,task-fg99,,28498964,BLIND,8470361,,complete,,,mobile,Samsung SM-N970U1,Android 12,Chrome WebView 111.0.5563.116,412x869,412x787,,English lextale,4,BCA,BA,eng,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,
1,1680048574771,29/03/2023 00:09:34,1680023374771,-7,28/03/2023 10:09:34,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,
2,1680048611156,29/03/2023 00:10:11,1680023411156,-7,28/03/2023 10:10:11,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,1,instructions,Screen 1,pemmcz,1,continue,,36382,36365,36382,36382,36365,36382,1,0,36382,0,0,,Click To Continue,Continue Button,2,object-5,instructions,,,,,,,,
3,1680048613074,29/03/2023 00:10:13,1680023413074,-7,28/03/2023 10:10:13,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,1,main,main,l6tere,1,response,cross.png,1938,1921,1938,1938,1921,1938,1,0,1938,0,0,,Click Response,Response,2,object-19,main,1,dogify,cross.png,non,filler,,,
4,1680048614057,29/03/2023 00:10:14,1680023414057,-7,28/03/2023 10:10:14,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,2,main,main,l6tere,1,response,cross.png,1001,984,1001,1001,984,1001,1,0,1001,0,0,,Click Response,Response,2,object-19,main,1,bargoin,cross.png,word,filler,,,
5,1680048642530,29/03/2023 00:10:42,1680023442530,-7,28/03/2023 10:10:42,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,3,main,main,l6tere,1,response,tick.png,28489,28472,28489,28489,28472,28489,0,0,28489,0,0,,Click Response,Response,1,object-18,main,1,party,cross.png,non,filler,,,
6,1680048643557,29/03/2023 00:10:43,1680023443557,-7,28/03/2023 10:10:43,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,4,main,main,l6tere,1,response,tick.png,1044,1028,1044,1044,1028,1044,1,0,1044,0,0,,Click Response,Response,1,object-18,main,2,ingenious,tick.png,word,word,,,
7,1680048645024,29/03/2023 00:10:45,1680023445024,-7,28/03/2023 10:10:45,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,5,main,main,l6tere,1,response,tick.png,1482,1466,1482,1482,1466,1482,1,0,1482,0,0,,Click Response,Response,1,object-18,main,2,shin,tick.png,word,word,,,
8,1680048645743,29/03/2023 00:10:45,1680023445743,-7,28/03/2023 10:10:45,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,6,main,main,l6tere,1,response,tick.png,735,719,735,735,719,735,1,0,735,0,0,,Click Response,Response,1,object-18,main,2,recipient,tick.png,word,word,,,
9,1680048646444,29/03/2023 00:10:46,1680023446444,-7,28/03/2023 10:10:46,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,7,main,main,l6tere,1,response,tick.png,719,702,719,719,702,719,1,0,719,0,0,,Click Response,Response,1,object-18,main,2,listless,tick.png,word,word,,,
10,1680048647612,29/03/2023 00:10:47,1680023447612,-7,28/03/2023 10:10:47,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,8,main,main,l6tere,1,response,cross.png,1183,1167,1183,1183,1167,1183,0,0,1183,0,0,,Click Response,Response,2,object-19,main,2,savoury,tick.png,word,word,,,
11,1680048648812,29/03/2023 00:10:48,1680023448812,-7,28/03/2023 10:10:48,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,9,main,main,l6tere,1,response,tick.png,1215,1199,1215,1215,1199,1215,1,0,1215,0,0,,Click Response,Response,1,object-18,main,2,unkempt,tick.png,word,word,,,
12,1680048654127,29/03/2023 00:10:54,1680023454127,-7,28/03/2023 10:10:54,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,10,main,main,l6tere,1,response,tick.png,5332,5316,5332,5332,5316,5332,1,0,5332,0,0,,Click Response,Response,1,object-18,main,2,lofty,tick.png,word,word,,,
13,1680048655701,29/03/2023 00:10:55,1680023455701,-7,28/03/2023 10:10:55,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,11,main,main,l6tere,1,response,tick.png,1590,1574,1590,1590,1574,1590,1,0,1590,0,0,,Click Response,Response,1,object-18,main,2,scornful,tick.png,word,word,,,
14,1680048656536,29/03/2023 00:10:56,1680023456536,-7,28/03/2023 10:10:56,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,12,main,main,l6tere,1,response,tick.png,853,836,853,853,836,853,1,0,853,0,0,,Click Response,Response,1,object-18,main,2,rascal,tick.png,word,word,,,
15,1680048657253,29/03/2023 00:10:57,1680023457253,-7,28/03/2023 10:10:57,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,13,main,main,l6tere,1,response,tick.png,734,717,734,734,717,734,1,0,734,0,0,,Click Response,Response,1,object-18,main,2,screech,tick.png,word,word,,,
16,1680048658271,29/03/2023 00:10:58,1680023458271,-7,28/03/2023 10:10:58,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,14,main,main,l6tere,1,response,tick.png,1032,1016,1032,1032,1016,1032,1,0,1032,0,0,,Click Response,Response,1,object-18,main,2,scholar,tick.png,word,word,,,
17,1680048659822,29/03/2023 00:10:59,1680023459822,-7,28/03/2023 10:10:59,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,15,main,main,l6tere,1,response,tick.png,1569,1553,1569,1569,1553,1569,1,0,1569,0,0,,Click Response,Response,1,object-18,main,2,dispatch,tick.png,word,word,,,
18,1680048661106,29/03/2023 00:11:01,1680023461106,-7,28/03/2023 10:11:01,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,16,main,main,l6tere,1,response,cross.png,1299,1283,1299,1299,1283,1299,1,0,1299,0,0,,Click Response,Response,2,object-19,main,2,spaunch,cross.png,non,non,,,
19,1680048661874,29/03/2023 00:11:01,1680023461874,-7,28/03/2023 10:11:01,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,17,main,main,l6tere,1,response,cross.png,786,769,786,786,769,786,0,0,786,0,0,,Click Response,Response,2,object-19,main,2,muddy,tick.png,word,word,,,
20,1680048663360,29/03/2023 00:11:03,1680023463360,-7,28/03/2023 10:11:03,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,18,main,main,l6tere,1,response,tick.png,1501,1484,1501,1501,1484,1501,1,0,1501,0,0,,Click Response,Response,1,object-18,main,2,carbohydrate,tick.png,word,word,,,
21,1680048664325,29/03/2023 00:11:04,1680023464325,-7,28/03/2023 10:11:04,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,19,main,main,l6tere,1,response,tick.png,984,967,984,984,967,984,1,0,984,0,0,,Click Response,Response,1,object-18,main,2,fray,tick.png,word,word,,,
22,1680048665075,29/03/2023 00:11:05,1680023465075,-7,28/03/2023 10:11:05,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,20,main,main,l6tere,1,response,tick.png,765,749,765,765,749,765,1,0,765,0,0,,Click Response,Response,1,object-18,main,2,upkeep,tick.png,word,word,,,
23,1680048665993,29/03/2023 00:11:05,1680023465993,-7,28/03/2023 10:11:05,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,21,main,main,l6tere,1,response,cross.png,936,919,936,936,919,936,1,0,936,0,0,,Click Response,Response,2,object-19,main,2,pudour,cross.png,non,non,,,
24,1680048667044,29/03/2023 00:11:07,1680023467044,-7,28/03/2023 10:11:07,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,22,main,main,l6tere,1,response,cross.png,1066,1050,1066,1066,1050,1066,1,0,1066,0,0,,Click Response,Response,2,object-19,main,2,kilp,cross.png,non,non,,,
25,1680048668143,29/03/2023 00:11:08,1680023468143,-7,28/03/2023 10:11:08,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,23,main,main,l6tere,1,response,tick.png,1116,1100,1116,1116,1100,1116,1,0,1116,0,0,,Click Response,Response,1,object-18,main,2,majestic,tick.png,word,word,,,
26,1680048668962,29/03/2023 00:11:08,1680023468962,-7,28/03/2023 10:11:08,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,24,main,main,l6tere,1,response,tick.png,834,818,834,834,818,834,1,0,834,0,0,,Click Response,Response,1,object-18,main,2,hurricane,tick.png,word,word,,,
27,1680048669662,29/03/2023 00:11:09,1680023469662,-7,28/03/2023 10:11:09,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,25,main,main,l6tere,1,response,tick.png,718,701,718,718,701,718,1,0,718,0,0,,Click Response,Response,1,object-18,main,2,festivity,tick.png,word,word,,,
28,1680048670596,29/03/2023 00:11:10,1680023470596,-7,28/03/2023 10:11:10,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,26,main,main,l6tere,1,response,cross.png,951,934,951,951,934,951,1,0,951,0,0,,Click Response,Response,2,object-19,main,2,pulsh,cross.png,non,non,,,
29,1680048671431,29/03/2023 00:11:11,1680023471431,-7,28/03/2023 10:11:11,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,27,main,main,l6tere,1,response,tick.png,851,834,851,851,834,851,1,0,851,0,0,,Click Response,Response,1,object-18,main,2,turmoil,tick.png,word,word,,,
30,1680048679064,29/03/2023 00:11:19,1680023479064,-7,28/03/2023 10:11:19,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,28,main,main,l6tere,1,response,cross.png,7651,7634,7651,7651,7634,7651,1,0,7651,0,0,,Click Response,Response,2,object-19,main,2,crumper,cross.png,non,non,,,
31,1680048679756,29/03/2023 00:11:19,1680023479756,-7,28/03/2023 10:11:19,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,29,main,main,l6tere,1,response,tick.png,709,692,709,709,692,709,1,0,709,0,0,,Click Response,Response,1,object-18,main,2,fluid,tick.png,word,word,,,
32,1680048680457,29/03/2023 00:11:20,1680023480457,-7,28/03/2023 10:11:20,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,30,main,main,l6tere,1,response,tick.png,718,701,718,718,701,718,1,0,718,0,0,,Click Response,Response,1,object-18,main,2,flaw,tick.png,word,word,,,
33,1680048681441,29/03/2023 00:11:21,1680023481441,-7,28/03/2023 10:11:21,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,31,main,main,l6tere,1,response,cross.png,1001,984,1001,1001,984,1001,1,0,1001,0,0,,Click Response,Response,2,object-19,main,2,descrtiption,cross.png,non,non,,,
34,1680048682587,29/03/2023 00:11:22,1680023482587,-7,28/03/2023 10:11:22,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,32,main,main,l6tere,1,response,cross.png,1165,1149,1165,1165,1149,1165,1,0,1165,0,0,,Click Response,Response,2,object-19,main,2,plaudate,cross.png,non,non,,,
35,1680048683574,29/03/2023 00:11:23,1680023483574,-7,28/03/2023 10:11:23,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,33,main,main,l6tere,1,response,cross.png,1001,984,1001,1001,984,1001,1,0,1001,0,0,,Click Response,Response,2,object-19,main,2,proom,cross.png,non,non,,,
36,1680048684492,29/03/2023 00:11:24,1680023484492,-7,28/03/2023 10:11:24,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,34,main,main,l6tere,1,response,tick.png,935,918,935,935,918,935,1,0,935,0,0,,Click Response,Response,1,object-18,main,2,allied,tick.png,word,word,,,
37,1680048685760,29/03/2023 00:11:25,1680023485760,-7,28/03/2023 10:11:25,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,35,main,main,l6tere,1,response,cross.png,1285,1268,1285,1285,1268,1285,1,0,1285,0,0,,Click Response,Response,2,object-19,main,2,alberation,cross.png,non,non,,,
38,1680048686761,29/03/2023 00:11:26,1680023486761,-7,28/03/2023 10:11:26,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,36,main,main,l6tere,1,response,cross.png,1018,1001,1018,1018,1001,1018,1,0,1018,0,0,,Click Response,Response,2,object-19,main,2,kermshaw,cross.png,non,non,,,
39,1680048687763,29/03/2023 00:11:27,1680023487763,-7,28/03/2023 10:11:27,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,37,main,main,l6tere,1,response,tick.png,1017,1001,1017,1017,1001,1017,1,0,1017,0,0,,Click Response,Response,1,object-18,main,2,stoutly,tick.png,word,word,,,
40,1680048688563,29/03/2023 00:11:28,1680023488563,-7,28/03/2023 10:11:28,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,38,main,main,l6tere,1,response,tick.png,816,800,816,816,800,816,1,0,816,0,0,,Click Response,Response,1,object-18,main,2,moonlit,tick.png,word,word,,,
41,1680048690215,29/03/2023 00:11:30,1680023490215,-7,28/03/2023 10:11:30,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,39,main,main,l6tere,1,response,cross.png,1670,1653,1670,1670,1653,1670,1,0,1670,0,0,,Click Response,Response,2,object-19,main,2,mensible,cross.png,non,non,,,
42,1680048692166,29/03/2023 00:11:32,1680023492166,-7,28/03/2023 10:11:32,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,40,main,main,l6tere,1,response,cross.png,1968,1951,1968,1968,1951,1968,0,0,1968,0,0,,Click Response,Response,2,object-19,main,2,plaintively,tick.png,word,word,,,
43,1680048694620,29/03/2023 00:11:34,1680023494620,-7,28/03/2023 10:11:34,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,41,main,main,l6tere,1,response,tick.png,2470,2453,2470,2470,2453,2470,1,0,2470,0,0,,Click Response,Response,1,object-18,main,2,eloquence,tick.png,word,word,,,
44,1680048695358,29/03/2023 00:11:35,1680023495358,-7,28/03/2023 10:11:35,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,42,main,main,l6tere,1,response,tick.png,753,736,753,753,736,753,1,0,753,0,0,,Click Response,Response,1,object-18,main,2,cylinder,tick.png,word,word,,,
45,1680048695956,29/03/2023 00:11:35,1680023495956,-7,28/03/2023 10:11:35,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,43,main,main,l6tere,1,response,tick.png,616,600,616,616,600,616,1,0,616,0,0,,Click Response,Response,1,object-18,main,2,breeding,tick.png,word,word,,,
46,1680048697122,29/03/2023 00:11:37,1680023497122,-7,28/03/2023 10:11:37,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,44,main,main,l6tere,1,response,cross.png,1184,1167,1184,1184,1167,1184,1,0,1184,0,0,,Click Response,Response,2,object-19,main,2,exprate,cross.png,non,non,,,
47,1680048697875,29/03/2023 00:11:37,1680023497875,-7,28/03/2023 10:11:37,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,45,main,main,l6tere,1,response,tick.png,767,751,767,767,751,767,1,0,767,0,0,,Click Response,Response,1,object-18,main,2,turtle,tick.png,word,word,,,
48,1680048698842,29/03/2023 00:11:38,1680023498842,-7,28/03/2023 10:11:38,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,46,main,main,l6tere,1,response,tick.png,985,968,985,985,968,985,1,0,985,0,0,,Click Response,Response,1,object-18,main,2,wrought,tick.png,word,word,,,
49,1680048699876,29/03/2023 00:11:39,1680023499876,-7,28/03/2023 10:11:39,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,47,main,main,l6tere,1,response,cross.png,1052,1035,1052,1052,1035,1052,1,0,1052,0,0,,Click Response,Response,2,object-19,main,2,interfate,cross.png,non,non,,,
50,1680048700861,29/03/2023 00:11:40,1680023500861,-7,28/03/2023 10:11:40,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,48,main,main,l6tere,1,response,tick.png,1002,985,1002,1002,985,1002,1,0,1002,0,0,,Click Response,Response,1,object-18,main,2,bewitch,tick.png,word,word,,,
51,1680048702030,29/03/2023 00:11:42,1680023502030,-7,28/03/2023 10:11:42,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,49,main,main,l6tere,1,response,cross.png,1186,1169,1186,1186,1169,1186,1,0,1186,0,0,,Click Response,Response,2,object-19,main,2,rebondicate,cross.png,non,non,,,
52,1680048702980,29/03/2023 00:11:42,1680023502980,-7,28/03/2023 10:11:42,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,50,main,main,l6tere,1,response,tick.png,965,949,965,965,949,965,1,0,965,0,0,,Click Response,Response,1,object-18,main,2,cleanliness,tick.png,word,word,,,
53,1680048704999,29/03/2023 00:11:44,1680023504999,-7,28/03/2023 10:11:44,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,51,main,main,l6tere,1,response,cross.png,2035,2018,2035,2035,2018,2035,1,0,2035,0,0,,Click Response,Response,2,object-19,main,2,abergy,cross.png,non,non,,,
54,1680048705832,29/03/2023 00:11:45,1680023505832,-7,28/03/2023 10:11:45,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,52,main,main,l6tere,1,response,cross.png,852,835,852,852,835,852,1,0,852,0,0,,Click Response,Response,2,object-19,main,2,fellick,cross.png,non,non,,,
55,1680048706718,29/03/2023 00:11:46,1680023506718,-7,28/03/2023 10:11:46,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,53,main,main,l6tere,1,response,tick.png,902,885,902,902,885,902,1,0,902,0,0,,Click Response,Response,1,object-18,main,2,ablaze,tick.png,word,word,,,
56,1680048707335,29/03/2023 00:11:47,1680023507335,-7,28/03/2023 10:11:47,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,54,main,main,l6tere,1,response,tick.png,633,617,633,633,617,633,1,0,633,0,0,,Click Response,Response,1,object-18,main,2,lengthy,tick.png,word,word,,,
57,1680048708319,29/03/2023 00:11:48,1680023508319,-7,28/03/2023 10:11:48,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,55,main,main,l6tere,1,response,tick.png,1000,984,1000,1000,984,1000,1,0,1000,0,0,,Click Response,Response,1,object-18,main,2,slain,tick.png,word,word,,,
58,1680048709037,29/03/2023 00:11:49,1680023509037,-7,28/03/2023 10:11:49,127819,11,task-fg99,,28499004,BLIND,8470387,,complete,,,mobile,Apple iPhone,iOS 16.2,Mobile Safari 16.2,390x844,390x663,,English lextale,4,CAB,AB,eng,56,main,main,l6tere,1,response,cross.png,734,718,734,734,718,734,0,0,734,0,0,,Click Response,Response,2,object-19,main,2,censorship,tick.png,word,word,,,
