Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Page,Page ID,Page Counter,Question,Response Type,Key,Response,Tag,OptionOrder,Object Name,Object Number,Object ID
22,1684260618549,16/05/2023 18:10:18,1684246218549,-4,16/05/2023 10:10:18,127819,12,questionnaire-zbjj,,29550128,BLIND,8788844,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x670,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,4,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
23,1684260618549,16/05/2023 18:10:18,1684246218549,-4,16/05/2023 10:10:18,127819,12,questionnaire-zbjj,,29550128,BLIND,8788844,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x670,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,5,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
24,1684260618549,16/05/2023 18:10:18,1684246218549,-4,16/05/2023 10:10:18,127819,12,questionnaire-zbjj,,29550128,BLIND,8788844,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x670,,Questionnaire,3,BAC,BA,Page 1,mowvol,1,What is your prolific id?,response,value,645d518949b0639658176654,,,Text Input,,object-7
25,1684260618549,16/05/2023 18:10:18,1684246218549,-4,16/05/2023 10:10:18,127819,12,questionnaire-zbjj,,29550128,BLIND,8788844,,complete,,,mobile,Apple iPhone,iOS 16.3.1,Mobile Safari 16.3,390x844,390x670,,Questionnaire,3,BAC,BA,,,,,,,END,,,,,
1,1684267786834,16/05/2023 20:09:46,1684246186834,-6,16/05/2023 08:09:46,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,,,,,,,BEGIN,,,,,
2,1684267868416,16/05/2023 20:11:08,1684246268416,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,,continue,,,,,screen,,screen
3,1684267868419,16/05/2023 20:11:08,1684246268419,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,,object-2
4,1684267868419,16/05/2023 20:11:08,1684246268419,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,2,,English|Spanish|Portuguese,Multiple Choice,,object-2
5,1684267868420,16/05/2023 20:11:08,1684246268420,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,No,,Yes|No,Multiple Choice,,object-3
6,1684267868420,16/05/2023 20:11:08,1684246268420,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,2,,Yes|No,Multiple Choice,,object-3
7,1684267868420,16/05/2023 20:11:08,1684246268420,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,6,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
8,1684267868420,16/05/2023 20:11:08,1684246268420,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,7,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
9,1684267868421,16/05/2023 20:11:08,1684246268421,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
10,1684267868421,16/05/2023 20:11:08,1684246268421,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
11,1684267868421,16/05/2023 20:11:08,1684246268421,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
12,1684267868422,16/05/2023 20:11:08,1684246268422,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
13,1684267868422,16/05/2023 20:11:08,1684246268422,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,What is your prolific id?,action,value,606e7d7942e4973f7ea8408e,,,Text Input,,object-7
14,1684267868423,16/05/2023 20:11:08,1684246268423,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,,object-2
15,1684267868423,16/05/2023 20:11:08,1684246268423,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,2,,English|Spanish|Portuguese,Multiple Choice,,object-2
16,1684267868424,16/05/2023 20:11:08,1684246268424,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,No,,Yes|No,Multiple Choice,,object-3
17,1684267868425,16/05/2023 20:11:08,1684246268425,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,2,,Yes|No,Multiple Choice,,object-3
18,1684267868425,16/05/2023 20:11:08,1684246268425,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,6,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
19,1684267868425,16/05/2023 20:11:08,1684246268425,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,7,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
20,1684267868426,16/05/2023 20:11:08,1684246268426,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
21,1684267868426,16/05/2023 20:11:08,1684246268426,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
22,1684267868426,16/05/2023 20:11:08,1684246268426,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
23,1684267868426,16/05/2023 20:11:08,1684246268426,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
24,1684267868427,16/05/2023 20:11:08,1684246268427,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,Page 1,mowvol,1,What is your prolific id?,response,value,606e7d7942e4973f7ea8408e,,,Text Input,,object-7
25,1684267868427,16/05/2023 20:11:08,1684246268427,-6,16/05/2023 08:11:08,127819,12,questionnaire-zbjj,,29550156,BLIND,8788845,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 113.0.0.0,1470x956,1470x841,,Questionnaire,3,BCA,AB,,,,,,,END,,,,,
1,1684267930039,16/05/2023 20:12:10,1684246330039,-6,16/05/2023 08:12:10,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,,,,,,,BEGIN,,,,,
2,1684267966406,16/05/2023 20:12:46,1684246366406,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,,continue,,,,,screen,,screen
3,1684267966415,16/05/2023 20:12:46,1684246366415,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,,object-2
4,1684267966416,16/05/2023 20:12:46,1684246366416,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,2,,English|Spanish|Portuguese,Multiple Choice,,object-2
5,1684267966417,16/05/2023 20:12:46,1684246366417,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,,object-3
6,1684267966418,16/05/2023 20:12:46,1684246366418,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,,object-3
7,1684267966420,16/05/2023 20:12:46,1684246366420,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,8,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
8,1684267966421,16/05/2023 20:12:46,1684246366421,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,9,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
9,1684267966422,16/05/2023 20:12:46,1684246366422,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
10,1684267966424,16/05/2023 20:12:46,1684246366424,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
11,1684267966426,16/05/2023 20:12:46,1684246366426,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
12,1684267966427,16/05/2023 20:12:46,1684246366427,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
13,1684267966429,16/05/2023 20:12:46,1684246366429,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,What is your prolific id?,action,value,5b9858a3fe82f50001caef03,,,Text Input,,object-7
14,1684267966433,16/05/2023 20:12:46,1684246366433,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,,object-2
15,1684267966434,16/05/2023 20:12:46,1684246366434,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",response,quantised,2,,English|Spanish|Portuguese,Multiple Choice,,object-2
16,1684267966437,16/05/2023 20:12:46,1684246366437,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,value,Yes,,Yes|No,Multiple Choice,,object-3
17,1684267966438,16/05/2023 20:12:46,1684246366438,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",response,quantised,1,,Yes|No,Multiple Choice,,object-3
18,1684267966439,16/05/2023 20:12:46,1684246366439,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,value,8,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
19,1684267966441,16/05/2023 20:12:46,1684246366441,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,9,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
20,1684267966442,16/05/2023 20:12:46,1684246366442,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,value,2,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
21,1684267966444,16/05/2023 20:12:46,1684246366444,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,3,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
22,1684267966445,16/05/2023 20:12:46,1684246366445,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
23,1684267966447,16/05/2023 20:12:46,1684246366447,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,"At what age did you become begin to learn **Portuguese**? Please select ""12"" if you began learning English at age 12 or later.",response,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-6
24,1684267966448,16/05/2023 20:12:46,1684246366448,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,Page 1,mowvol,1,What is your prolific id?,response,value,5b9858a3fe82f50001caef03,,,Text Input,,object-7
25,1684267966451,16/05/2023 20:12:46,1684246366451,-6,16/05/2023 08:12:46,127819,12,questionnaire-zbjj,,29550236,BLIND,8788870,,complete,,,mobile,undefined K,Android 10,Chrome 113.0.0.0,412x915,412x781,,Questionnaire,3,CAB,BA,,,,,,,END,,,,,
1,1684267953125,16/05/2023 20:12:33,1684246353125,-6,16/05/2023 08:12:33,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,,,,,,,BEGIN,,,,,
2,1684267992980,16/05/2023 20:13:12,1684246392980,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,,continue,,,,,screen,,screen
3,1684267992983,16/05/2023 20:13:12,1684246392983,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,value,Spanish,,English|Spanish|Portuguese,Multiple Choice,,object-2
4,1684267992983,16/05/2023 20:13:12,1684246392983,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"What is your first language? Please use ""other"" if you consider more than one of these to be your first language.",action,quantised,2,,English|Spanish|Portuguese,Multiple Choice,,object-2
5,1684267992983,16/05/2023 20:13:12,1684246392983,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,value,Yes,,Yes|No,Multiple Choice,,object-3
6,1684267992984,16/05/2023 20:13:12,1684246392984,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"Do you speak **all 3** Spanish, English and Portuguese? ",action,quantised,1,,Yes|No,Multiple Choice,,object-3
7,1684267992984,16/05/2023 20:13:12,1684246392984,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,value,12,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
8,1684267992984,16/05/2023 20:13:12,1684246392984,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **English**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,13,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-4
9,1684267992985,16/05/2023 20:13:12,1684246392985,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,value,0,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
10,1684267992985,16/05/2023 20:13:12,1684246392985,-6,16/05/2023 08:13:12,127819,12,questionnaire-zbjj,,29550250,BLIND,8788868,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 111.0.0.0,1440x900,1141x754,,Questionnaire,3,CBA,AB,Page 1,mowvol,1,"At what age did you become begin to learn **Spanish**? Please select ""12"" if you began learning English at age 12 or later.",action,quantised,1,,0|1|2|3|4|5|6|7|8|9|10|11|12,Dropdown,,object-5
