Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,order-r1ad,order-e485,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Spreadsheet: ,Spreadsheet: __EMPTY,Spreadsheet: __EMPTY_1,Spreadsheet: __EMPTY_2,Spreadsheet: __EMPTY_3,Manipulation: Spreadsheet
5,1680111359510,29/03/2023 17:35:59,1680096959510,-4,29/03/2023 09:35:59,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,8566.886,8550.132,8566.886,8566.886,8550.132,8566.886,1,8566.886,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
6,1680111359651,29/03/2023 17:35:59,1680096959651,-4,29/03/2023 09:35:59,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,161.50299999999697,144.83699999999953,161.50299999999697,161.50299999999697,144.83699999999953,161.50299999999697,1,161.50299999999697,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
7,1680111361449,29/03/2023 17:36:01,1680096961449,-4,29/03/2023 09:36:01,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,1815.1899999985108,1804.4860000000008,1815.1899999985108,1815.1899999985108,1804.4860000000008,1815.1899999985108,1,1815.1899999985108,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
8,1680111361525,29/03/2023 17:36:01,1680096961525,-4,29/03/2023 09:36:01,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,87.30400000000009,79.04999999999927,87.30400000000009,87.30400000000009,79.04999999999927,87.30400000000009,1,87.30400000000009,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
9,1680111362779,29/03/2023 17:36:02,1680096962779,-4,29/03/2023 09:36:02,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,1261.4539999992558,1248.2819999999992,1261.4539999992558,1261.4539999992558,1248.2819999999992,1261.4539999992558,1,1261.4539999992558,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
10,1680111362872,29/03/2023 17:36:02,1680096962872,-4,29/03/2023 09:36:02,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,97.94600000000355,90.40100000000166,97.94600000000355,97.94600000000355,90.40100000000166,97.94600000000355,1,97.94600000000355,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
11,1680111364406,29/03/2023 17:36:04,1680096964406,-4,29/03/2023 09:36:04,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,1550.6709999977647,1538.7589999999982,1550.6709999977647,1550.6709999977647,1538.7589999999982,1550.6709999977647,1,1550.6709999977647,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
12,1680111364414,29/03/2023 17:36:04,1680096964414,-4,29/03/2023 09:36:04,127819,12,task-6yod,,28526248,BLIND,8477895,,complete,,,mobile,undefined TMRVL4G,Android 11,Chrome 111.0.0.0,412x915,412x779,,Interpretation,5,CAB,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680097565846,29/03/2023 13:46:05,1680097565846,0,29/03/2023 13:46:05,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680097570475,29/03/2023 13:46:10,1680097570475,0,29/03/2023 13:46:10,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,4641.48,4637.959999999999,4641.48,4641.48,4637.959999999999,4641.48,1,4641.48,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
3,1680097575736,29/03/2023 13:46:15,1680097575736,0,29/03/2023 13:46:15,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,5266.52,5255.240000000002,5266.52,5266.52,5255.240000000002,5266.52,1,5266.52,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
4,1680097576912,29/03/2023 13:46:16,1680097576912,0,29/03/2023 13:46:16,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,1184.5200000000004,1167.8400000000001,1184.5200000000004,1184.5200000000004,1167.8400000000001,1184.5200000000004,1,1184.5200000000004,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
5,1680097584320,29/03/2023 13:46:24,1680097584320,0,29/03/2023 13:46:24,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,7426.079999999998,7409.399999999998,7426.079999999998,7426.079999999998,7409.399999999998,7426.079999999998,1,7426.079999999998,0,0,,Click Response,Response,3,object-6,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
6,1680097586217,29/03/2023 13:46:26,1680097586217,0,29/03/2023 13:46:26,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,1915.0400000000009,1901.9000000000015,1915.0400000000009,1915.0400000000009,1901.9000000000015,1915.0400000000009,1,1915.0400000000009,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
7,1680097590536,29/03/2023 13:46:30,1680097590536,0,29/03/2023 13:46:30,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,4331.139999999999,4322.979999999996,4331.139999999999,4331.139999999999,4322.979999999996,4331.139999999999,1,4331.139999999999,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
8,1680097593744,29/03/2023 13:46:33,1680097593744,0,29/03/2023 13:46:33,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,3217.1600000000035,3203.1400000000067,3217.1600000000035,3217.1600000000035,3203.1400000000067,3217.1600000000035,1,3217.1600000000035,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
9,1680097595480,29/03/2023 13:46:35,1680097595480,0,29/03/2023 13:46:35,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,1750.0199999999968,1735.0599999999977,1750.0199999999968,1750.0199999999968,1735.0599999999977,1750.0199999999968,1,1750.0199999999968,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
10,1680097596353,29/03/2023 13:46:36,1680097596353,0,29/03/2023 13:46:36,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,886.9599999999991,884.2200000000012,886.9599999999991,886.9599999999991,884.2200000000012,886.9599999999991,1,886.9599999999991,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
11,1680097601641,29/03/2023 13:46:41,1680097601641,0,29/03/2023 13:46:41,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,5288.619999999995,5271.939999999995,5288.619999999995,5288.619999999995,5271.939999999995,5288.619999999995,1,5288.619999999995,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
12,1680097601646,29/03/2023 13:46:41,1680097601646,0,29/03/2023 13:46:41,127819,12,task-6yod,,28526615,BLIND,8477945,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1366x768,1366x643,,Interpretation,5,CBA,BA,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680112183072,29/03/2023 17:49:43,1680097783072,-4,29/03/2023 09:49:43,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680112184732,29/03/2023 17:49:44,1680097784732,-4,29/03/2023 09:49:44,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,1702.1090000000004,1685.4210000000003,1702.1090000000004,1702.1090000000004,1685.4210000000003,1702.1090000000004,1,1702.1090000000004,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
3,1680112187609,29/03/2023 17:49:47,1680097787609,-4,29/03/2023 09:49:47,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,2903.6309999999994,2886.9439999999995,2903.6309999999994,2903.6309999999994,2886.9439999999995,2903.6309999999994,1,2903.6309999999994,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
4,1680112189712,29/03/2023 17:49:49,1680097789712,-4,29/03/2023 09:49:49,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,2119.3089999999993,2102.6219999999994,2119.3089999999993,2119.3089999999993,2102.6219999999994,2119.3089999999993,1,2119.3089999999993,0,0,,Click Response,Response,3,object-6,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
5,1680112189783,29/03/2023 17:49:49,1680097789783,-4,29/03/2023 09:49:49,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,89.10400000149093,83.44000000000051,89.10400000149093,89.10400000149093,83.44000000000051,89.10400000149093,1,89.10400000149093,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_a,1,,pre,Santiago comprÃ³ una nueva computadora.,,9,
6,1680112193727,29/03/2023 17:49:53,1680097793727,-4,29/03/2023 09:49:53,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,3949.9640000059608,3938.2250000000004,3949.9640000059608,3949.9640000059608,3938.2250000000004,3949.9640000059608,1,3949.9640000059608,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
7,1680112193797,29/03/2023 17:49:53,1680097793797,-4,29/03/2023 09:49:53,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,81.7390000059604,66.75300000000061,81.7390000059604,81.7390000059604,66.75300000000061,81.7390000059604,1,81.7390000059604,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,,pre,Mariela es una vieja amiga de Florencia.,,9,
8,1680112197671,29/03/2023 17:49:57,1680097797671,-4,29/03/2023 09:49:57,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,3888.175999999996,3871.4879999999976,3888.175999999996,3888.175999999996,3871.4879999999976,3888.175999999996,1,3888.175999999996,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
9,1680112197731,29/03/2023 17:49:57,1680097797731,-4,29/03/2023 09:49:57,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,77.29800000298201,66.75200000000041,77.29800000298201,77.29800000298201,66.75200000000041,77.29800000298201,1,77.29800000298201,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,,pre,Las grandes obras son impresionantes.,,8,
10,1680112198288,29/03/2023 17:49:58,1680097798288,-4,29/03/2023 09:49:58,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,567.387999999999,550.7000000000007,567.387999999999,567.387999999999,550.7000000000007,567.387999999999,1,567.387999999999,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam uma linguagem estranha.,Eles falam um idioma que muito poucas pessoas falam.,opt_b,1,,pre,Sus padres hablan una rara lengua.,,8,
11,1680112198335,29/03/2023 17:49:58,1680097798335,-4,29/03/2023 09:49:58,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,63.546000005961105,50.06300000000192,63.546000005961105,63.546000005961105,50.06300000000192,63.546000005961105,1,63.546000005961105,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_a,1,,post,En esa casa vive un hombre solo.,,10,
12,1680112198340,29/03/2023 17:49:58,1680097798340,-4,29/03/2023 09:49:58,127819,12,task-6yod,,28526824,BLIND,8477919,,complete,,,mobile,Samsung SM-J337AZ,Android 8.0.0,Chrome 111.0.0.0,360x640,360x560,,Interpretation,5,ABC,AB,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,,,,,
1,1680114660767,29/03/2023 18:31:00,1680100260767,-4,29/03/2023 10:31:00,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2,1680114669009,29/03/2023 18:31:09,1680100269009,-4,29/03/2023 10:31:09,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,8256.502000047683,8249.628999999999,8256.502000047683,8256.502000047683,8249.628999999999,8256.502000047683,1,8256.502000047683,0,0,,Click Response,Response,3,object-6,main,Marta é a pessoa única de quem falei.,"Não há ninguém (tão especial) quanto Marta, que eu te disse.","Não contei a você sobre mais ninguém, além de Marta.",opt_b,1,,post,Marta es la persona Ãºnica de quien te hablÃ©.,,8,
3,1680114675298,29/03/2023 18:31:15,1680100275298,-4,29/03/2023 10:31:15,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,6296.173000000001,6282.887000000001,6296.173000000001,6296.173000000001,6282.887000000001,6296.173000000001,1,6296.173000000001,0,0,,Click Response,Response,2,object-5,main,O próprio presidente conversou com a classe.,"O presidente, e não outra pessoa, conversou com a classe.",O presidente que já havia falado com a classe.,opt_a,1,,pre,El mismo presidente hablÃ³ con la clase.,,8,
4,1680114680781,29/03/2023 18:31:20,1680100280781,-4,29/03/2023 10:31:20,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5495.386000143051,5482.833999999999,5495.386000143051,5495.386000143051,5482.833999999999,5495.386000143051,1,5495.386000143051,0,0,,Click Response,Response,2,object-5,main,Meu amigo velho vem comer conosco,Meu amigo é meu amigo há muitos anos,Meu amigo não é jovem.,opt_b,1,,post,,,,
5,1680114686456,29/03/2023 18:31:26,1680100286456,-4,29/03/2023 10:31:26,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,5687.552000143052,5683.035,5687.552000143052,5687.552000143052,5683.035,5687.552000143052,1,5687.552000143052,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,,post,Mi abuela tiene dos lÃ¡mparas antiguas en el salÃ³n.,,7,
6,1680114689914,29/03/2023 18:31:29,1680100289914,-4,29/03/2023 10:31:29,127819,12,task-6yod,,28528152,BLIND,8478492,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,5,BAC,BA,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,3462.9170000000013,3449.827000000001,3462.9170000000013,3462.9170000000013,3449.827000000001,3462.9170000000013,1,3462.9170000000013,0,0,,Click Response,Response,2,object-5,main,A pintura grande é muito cara.,A pintura é impressionante e custa muito dinheiro,A pintura é enorme e custa muito dinheiro,opt_b,1,,post,,,,
