"","participant","key_resp_3.keys","prompt","correct","opt_a","correct_opt","pre_post","L1"
"892","5f738f6e637d7c0eaa053b40","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"893","5f738f6e637d7c0eaa053b40","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"894","5f738f6e637d7c0eaa053b40","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"895","5f738f6e637d7c0eaa053b40","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"896","5f738f6e637d7c0eaa053b40","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"897","5f738f6e637d7c0eaa053b40","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"898","5f738f6e637d7c0eaa053b40","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"899","5f738f6e637d7c0eaa053b40","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"900","5f738f6e637d7c0eaa053b40","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"901","5f80d2711bd3b116a11154f2","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"902","5f80d2711bd3b116a11154f2","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"903","5f80d2711bd3b116a11154f2","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"904","5f80d2711bd3b116a11154f2","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"905","5f80d2711bd3b116a11154f2","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"906","5f80d2711bd3b116a11154f2","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"907","5f80d2711bd3b116a11154f2","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"908","5f80d2711bd3b116a11154f2","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"909","5f80d2711bd3b116a11154f2","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"910","5f80d2711bd3b116a11154f2","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"911","5f8a434256536a0fe2e01e78","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"912","5f8a434256536a0fe2e01e78","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"913","5f8a434256536a0fe2e01e78","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"914","5f8a434256536a0fe2e01e78","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"915","5f8a434256536a0fe2e01e78","0","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",0,"pre","Spanish"
"916","5f8a434256536a0fe2e01e78","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"917","5f8a434256536a0fe2e01e78","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"918","5f8a434256536a0fe2e01e78","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"919","5f8a434256536a0fe2e01e78","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"920","5f8a434256536a0fe2e01e78","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"921","5ff26a649378612a1c20287f","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"922","5ff26a649378612a1c20287f","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"923","5ff26a649378612a1c20287f","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"924","5ff26a649378612a1c20287f","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"925","5ff26a649378612a1c20287f","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"926","5ff26a649378612a1c20287f","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"927","5ff26a649378612a1c20287f","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"928","5ff26a649378612a1c20287f","0","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",0,"pre","Spanish"
"929","5ff26a649378612a1c20287f","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"930","5ff26a649378612a1c20287f","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"931","6000d5f5eebf792047c6fd23","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"932","6000d5f5eebf792047c6fd23","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Spanish"
"933","6000d5f5eebf792047c6fd23","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"934","6000d5f5eebf792047c6fd23","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"935","6000d5f5eebf792047c6fd23","0","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",0,"pre","Spanish"
"936","6000d5f5eebf792047c6fd23","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Spanish"
"937","6000d5f5eebf792047c6fd23","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"938","6000d5f5eebf792047c6fd23","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"939","6000d5f5eebf792047c6fd23","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"940","6000d5f5eebf792047c6fd23","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"941","6017b6a318e34b4213b7843d","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"942","6017b6a318e34b4213b7843d","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"943","6017b6a318e34b4213b7843d","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"944","6017b6a318e34b4213b7843d","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"945","6017b6a318e34b4213b7843d","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"946","6017b6a318e34b4213b7843d","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"947","6017b6a318e34b4213b7843d","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"948","6017b6a318e34b4213b7843d","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Spanish"
"949","6017b6a318e34b4213b7843d","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"950","6017b6a318e34b4213b7843d","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"951","601857c3c3f5ce0c3e5fb913","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"952","601857c3c3f5ce0c3e5fb913","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"953","601857c3c3f5ce0c3e5fb913","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"954","601857c3c3f5ce0c3e5fb913","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"955","601857c3c3f5ce0c3e5fb913","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"956","601857c3c3f5ce0c3e5fb913","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"957","601857c3c3f5ce0c3e5fb913","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"958","601857c3c3f5ce0c3e5fb913","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"959","601857c3c3f5ce0c3e5fb913","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"960","601857c3c3f5ce0c3e5fb913","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"961","603bd4a59450778e3c075ea5","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"962","603bd4a59450778e3c075ea5","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"963","603bd4a59450778e3c075ea5","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"964","603bd4a59450778e3c075ea5","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"965","603bd4a59450778e3c075ea5","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"966","603bd4a59450778e3c075ea5","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"967","603bd4a59450778e3c075ea5","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"968","603bd4a59450778e3c075ea5","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"969","603bd4a59450778e3c075ea5","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"970","603bd4a59450778e3c075ea5","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"971","6043f909d14273455e5e7436","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"972","6043f909d14273455e5e7436","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"973","6043f909d14273455e5e7436","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"974","6043f909d14273455e5e7436","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"975","6043f909d14273455e5e7436","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"976","6043f909d14273455e5e7436","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"977","6043f909d14273455e5e7436","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"978","6043f909d14273455e5e7436","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"979","6043f909d14273455e5e7436","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"980","6043f909d14273455e5e7436","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"981","60512f92ff9e79466ba8d4b8","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"982","60512f92ff9e79466ba8d4b8","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Spanish"
"983","60512f92ff9e79466ba8d4b8","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"984","60512f92ff9e79466ba8d4b8","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"985","60512f92ff9e79466ba8d4b8","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"986","60512f92ff9e79466ba8d4b8","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"987","60512f92ff9e79466ba8d4b8","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"988","60512f92ff9e79466ba8d4b8","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"989","60512f92ff9e79466ba8d4b8","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"990","60512f92ff9e79466ba8d4b8","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"991","6058fe9c75f5158b72b72cb1","0","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",0,"pre","Spanish"
"992","6058fe9c75f5158b72b72cb1","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"993","6058fe9c75f5158b72b72cb1","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"994","6058fe9c75f5158b72b72cb1","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"995","6058fe9c75f5158b72b72cb1","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"996","6058fe9c75f5158b72b72cb1","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"997","6058fe9c75f5158b72b72cb1","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"998","6058fe9c75f5158b72b72cb1","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"999","6058fe9c75f5158b72b72cb1","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1000","6058fe9c75f5158b72b72cb1","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1001","6075d01696382e1b46db0920","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1002","6075d01696382e1b46db0920","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1003","6075d01696382e1b46db0920","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"1004","6075d01696382e1b46db0920","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"1005","6075d01696382e1b46db0920","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"1006","6075d01696382e1b46db0920","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"1007","6075d01696382e1b46db0920","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"1008","6075d01696382e1b46db0920","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"1009","6075d01696382e1b46db0920","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"1010","6075d01696382e1b46db0920","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1011","609b65565239fb092894f299","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1012","609b65565239fb092894f299","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"1013","609b65565239fb092894f299","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"1014","609b65565239fb092894f299","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1015","609b65565239fb092894f299","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Spanish"
"1016","609b65565239fb092894f299","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1017","609b65565239fb092894f299","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1018","609b65565239fb092894f299","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"1019","609b65565239fb092894f299","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"1020","609b65565239fb092894f299","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"1021","609d94f365954bbfe7d4f58b","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"1022","609d94f365954bbfe7d4f58b","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"1023","609d94f365954bbfe7d4f58b","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1024","609d94f365954bbfe7d4f58b","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"1025","609d94f365954bbfe7d4f58b","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Spanish"
"1026","609d94f365954bbfe7d4f58b","0","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",0,"post","Spanish"
"1027","609d94f365954bbfe7d4f58b","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"1028","609d94f365954bbfe7d4f58b","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Spanish"
"1029","609d94f365954bbfe7d4f58b","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1030","609d94f365954bbfe7d4f58b","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1031","60d6cf661bbe1f28e48040bd","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"1032","60d6cf661bbe1f28e48040bd","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"1033","60d6cf661bbe1f28e48040bd","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1034","60d6cf661bbe1f28e48040bd","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1035","60d6cf661bbe1f28e48040bd","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"1036","60d6cf661bbe1f28e48040bd","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1037","60d6cf661bbe1f28e48040bd","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"1038","60d6cf661bbe1f28e48040bd","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1039","60d6cf661bbe1f28e48040bd","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"1040","60d6cf661bbe1f28e48040bd","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1041","60e345123600d1db7e03843c","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"1042","60e345123600d1db7e03843c","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1043","60e345123600d1db7e03843c","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"1044","60e345123600d1db7e03843c","1","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",0,"pre","Spanish"
"1045","60e345123600d1db7e03843c","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1046","60e345123600d1db7e03843c","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1047","60e345123600d1db7e03843c","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"1048","60e345123600d1db7e03843c","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1049","60e345123600d1db7e03843c","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"1050","60e345123600d1db7e03843c","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1051","60f8b73307416902fdc94fd7","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"1052","60f8b73307416902fdc94fd7","0","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",0,"pre","Spanish"
"1053","60f8b73307416902fdc94fd7","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"1054","60f8b73307416902fdc94fd7","1","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",0,"pre","Spanish"
"1055","60f8b73307416902fdc94fd7","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1056","60f8b73307416902fdc94fd7","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"1057","60f8b73307416902fdc94fd7","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1058","60f8b73307416902fdc94fd7","0","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",1,"post","Spanish"
"1059","60f8b73307416902fdc94fd7","1","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",0,"post","Spanish"
"1060","60f8b73307416902fdc94fd7","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1061","611154c1278503776878d3ae","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"1062","611154c1278503776878d3ae","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"1063","611154c1278503776878d3ae","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1064","611154c1278503776878d3ae","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"1065","611154c1278503776878d3ae","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"1066","611154c1278503776878d3ae","0","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",0,"pre","Spanish"
"1067","611154c1278503776878d3ae","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1068","611154c1278503776878d3ae","1","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",1,"post","Spanish"
"1069","611154c1278503776878d3ae","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"1070","611154c1278503776878d3ae","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1071","611e672957c77aff1a1cfc33","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
"1072","611e672957c77aff1a1cfc33","0","As grandes obras são impressionantes.","opt_b","Os trabalhos não são pequenos.",1,"pre","Spanish"
"1073","611e672957c77aff1a1cfc33","0","Seus pais falam uma rara língua.","opt_b","Eles falam uma linguagem estranha.",1,"pre","Spanish"
"1074","611e672957c77aff1a1cfc33","1","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",0,"post","Spanish"
"1075","611e672957c77aff1a1cfc33","1","Meu amigo velho vem comer conosco","opt_b","Meu amigo é meu amigo há muitos anos",0,"post","Spanish"
"1076","611e672957c77aff1a1cfc33","1","Mariela é uma velha amiga de Florence.","opt_a","Muitos anos atrás eles são amigos.",1,"pre","Spanish"
"1077","611e672957c77aff1a1cfc33","1","O próprio presidente conversou com a classe.","opt_a","O presidente, e não outra pessoa, conversou com a classe.",1,"pre","Spanish"
"1078","611e672957c77aff1a1cfc33","0","Naquela casa, mora um homem sozinho.","opt_a","Apenas um homem mora em casa.",0,"post","Spanish"
"1079","611e672957c77aff1a1cfc33","0","A pintura grande é muito cara.","opt_b","A pintura é impressionante e custa muito dinheiro",1,"post","Spanish"
"1080","611e672957c77aff1a1cfc33","1","Minha avó tem duas lâmpadas antigas na sala.","opt_a","Ele tem duas lâmpadas velhas na sala.",1,"post","Spanish"
"1081","6129338c58ee56944ade418b","0","Marta é a pessoa única de quem falei.","opt_b","Não há ninguém (tão especial) quanto Marta, que eu te disse.",1,"post","Spanish"
"1082","6129338c58ee56944ade418b","1","Santiago comprou um novo computador.","opt_a","O computador era 100% novo.",1,"pre","Spanish"
