Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Score,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: prompt,Spreadsheet: opt_a,Spreadsheet: opt_b,Spreadsheet: correct,Spreadsheet: randomise_trials,Manipulation: Spreadsheet
7,1680122835817,29/03/2023 20:47:15,1680108435817,-4,29/03/2023 12:47:15,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,7106.45299999851,7096.786999999997,7106.45299999851,7106.45299999851,7096.786999999997,7106.45299999851,1,0,7106.45299999851,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
8,1680122843981,29/03/2023 20:47:23,1680108443981,-4,29/03/2023 12:47:23,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,8173.865999994043,8162.970000000001,8173.865999994043,8173.865999994043,8162.970000000001,8173.865999994043,1,0,8173.865999994043,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
9,1680122856785,29/03/2023 20:47:36,1680108456785,-4,29/03/2023 12:47:36,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,12815.595999997022,12810.866999999998,12815.595999997022,12815.595999997022,12810.866999999998,12815.595999997022,1,0,12815.595999997022,0,0,,Click Response,Response,3,object-6,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
10,1680122861945,29/03/2023 20:47:41,1680108461945,-4,29/03/2023 12:47:41,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,5164.334000000003,5147.668000000005,5164.334000000003,5164.334000000003,5147.668000000005,5164.334000000003,1,0,5164.334000000003,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
11,1680122866116,29/03/2023 20:47:46,1680108466116,-4,29/03/2023 12:47:46,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,4187.6609999985085,4181.425999999992,4187.6609999985085,4187.6609999985085,4181.425999999992,4187.6609999985085,1,0,4187.6609999985085,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
12,1680122866120,29/03/2023 20:47:46,1680108466120,-4,29/03/2023 12:47:46,128242,3,task-6yod,,28532133,BLIND,8480315,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1536x864,1536x722,,Interpretation,3,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680123694629,29/03/2023 21:01:34,1680109294629,-4,29/03/2023 13:01:34,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680123717191,29/03/2023 21:01:57,1680109317191,-4,29/03/2023 13:01:57,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,25083.000000000004,25081,25083.000000000004,25083.000000000004,25081,25083.000000000004,1,0,25083.000000000004,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
3,1680123724390,29/03/2023 21:02:04,1680109324390,-4,29/03/2023 13:02:04,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,7201.000000000004,7198,7201.000000000004,7201.000000000004,7198,7201.000000000004,1,0,7201.000000000004,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
4,1680123736675,29/03/2023 21:02:16,1680109336675,-4,29/03/2023 13:02:16,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,3,main,Screen 1,cnypgd,1,response,B,12287,12279,12287,12287,12279,12287,1,0,12287,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
5,1680123763783,29/03/2023 21:02:43,1680109363783,-4,29/03/2023 13:02:43,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,27115,27112,27115,27115,27112,27115,1,0,27115,0,0,,Click Response,Response,3,object-6,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
6,1680123782401,29/03/2023 21:03:02,1680109382401,-4,29/03/2023 13:03:02,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,18621,18607,18621,18621,18607,18621,1,0,18621,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
7,1680123818623,29/03/2023 21:03:38,1680109418623,-4,29/03/2023 13:03:38,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,36234,36221,36234,36234,36221,36234,1,0,36234,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
8,1680123824645,29/03/2023 21:03:44,1680109424645,-4,29/03/2023 13:03:44,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,6035.000000000029,6029,6035.000000000029,6035.000000000029,6029,6035.000000000029,1,0,6035.000000000029,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
9,1680123829019,29/03/2023 21:03:49,1680109429019,-4,29/03/2023 13:03:49,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,8,main,Screen 1,cnypgd,1,response,B,4380,4380,4380,4380,4380,4380,1,0,4380,0,0,,Click Response,Response,3,object-6,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
10,1680123834391,29/03/2023 21:03:54,1680109434391,-4,29/03/2023 13:03:54,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,9,main,Screen 1,cnypgd,1,response,A,5372,5369,5372,5372,5369,5372,1,0,5372,0,0,,Click Response,Response,2,object-5,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
11,1680123841868,29/03/2023 21:04:01,1680109441868,-4,29/03/2023 13:04:01,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,7480,7474,7480,7480,7474,7480,1,0,7480,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
12,1680123841872,29/03/2023 21:04:01,1680109441872,-4,29/03/2023 13:04:01,128242,3,task-6yod,,28532395,BLIND,8480435,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.3.1,1280x800,1280x644,,Interpretation,3,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680131918437,29/03/2023 23:18:38,1680117518437,-4,29/03/2023 15:18:38,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680131927494,29/03/2023 23:18:47,1680117527494,-4,29/03/2023 15:18:47,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,9086.418,9084.017,9086.418,9086.418,9084.017,9086.418,1,0,9086.418,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
3,1680131933222,29/03/2023 23:18:53,1680117533222,-4,29/03/2023 15:18:53,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,2,main,Screen 1,cnypgd,1,response,B,5729.800999976158,5717.058999999999,5729.800999976158,5729.800999976158,5717.058999999999,5729.800999976158,1,0,5729.800999976158,0,0,,Click Response,Response,3,object-6,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
4,1680131938950,29/03/2023 23:18:58,1680117538950,-4,29/03/2023 15:18:58,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,5741.942000023842,5733.659,5741.942000023842,5741.942000023842,5733.659,5741.942000023842,1,0,5741.942000023842,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
5,1680131949997,29/03/2023 23:19:09,1680117549997,-4,29/03/2023 15:19:09,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,11055.283000023843,11050.829999999998,11055.283000023843,11055.283000023843,11050.829999999998,11055.283000023843,1,0,11055.283000023843,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
6,1680131952036,29/03/2023 23:19:12,1680117552036,-4,29/03/2023 15:19:12,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,5,main,Screen 1,cnypgd,1,response,B,2042.9530000238447,2033.4770000000062,2042.9530000238447,2042.9530000238447,2033.4770000000062,2042.9530000238447,1,0,2042.9530000238447,0,0,,Click Response,Response,3,object-6,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
7,1680131964086,29/03/2023 23:19:24,1680117564086,-4,29/03/2023 15:19:24,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,12059.176000011917,12050.682999999997,12059.176000011917,12059.176000011917,12050.682999999997,12059.176000011917,1,0,12059.176000011917,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
8,1680131966829,29/03/2023 23:19:26,1680117566829,-4,29/03/2023 15:19:26,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,2751.9930000119202,2750.3280000000013,2751.9930000119202,2751.9930000119202,2750.3280000000013,2751.9930000119202,1,0,2751.9930000119202,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
9,1680131967733,29/03/2023 23:19:27,1680117567733,-4,29/03/2023 15:19:27,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,905.364999999998,900.064999999995,905.364999999998,905.364999999998,900.064999999995,905.364999999998,1,0,905.364999999998,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
10,1680131968341,29/03/2023 23:19:28,1680117568341,-4,29/03/2023 15:19:28,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,613.8000000000029,600.0330000000031,613.8000000000029,613.8000000000029,600.0330000000031,613.8000000000029,1,0,613.8000000000029,0,0,,Click Response,Response,3,object-6,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
11,1680131968942,29/03/2023 23:19:28,1680117568942,-4,29/03/2023 15:19:28,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,10,main,Screen 1,cnypgd,1,response,B,613.9669999880789,600.0570000000007,613.9669999880789,613.9669999880789,600.0570000000007,613.9669999880789,1,0,613.9669999880789,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
12,1680131968943,29/03/2023 23:19:28,1680117568943,-4,29/03/2023 15:19:28,128242,3,task-6yod,,28534758,BLIND,8481408,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 109.0.0.0,1517x853,2276x1101,,Interpretation,3,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680144098487,30/03/2023 02:41:38,1680118898487,-7,29/03/2023 12:41:38,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680144152560,30/03/2023 02:42:32,1680118952560,-7,29/03/2023 12:42:32,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,1,main,Screen 1,cnypgd,1,response,A,63062.59999990463,63047.645,63062.59999990463,63062.59999990463,63047.645,63062.59999990463,1,0,63062.59999990463,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
3,1680144159314,30/03/2023 02:42:39,1680118959314,-7,29/03/2023 12:42:39,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,6769.245999999992,6752.595999999998,6769.245999999992,6769.245999999992,6752.595999999998,6769.245999999992,1,0,6769.245999999992,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
4,1680144167087,30/03/2023 02:42:47,1680118967087,-7,29/03/2023 12:42:47,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,7789.858999904638,7775.787000000011,7789.858999904638,7789.858999904638,7775.787000000011,7789.858999904638,1,0,7789.858999904638,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
5,1680144170372,30/03/2023 02:42:50,1680118970372,-7,29/03/2023 12:42:50,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,4,main,Screen 1,cnypgd,1,response,B,3296.7319999999745,3280.079999999987,3296.7319999999745,3296.7319999999745,3280.079999999987,3296.7319999999745,1,0,3296.7319999999745,0,0,,Click Response,Response,3,object-6,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
6,1680144188642,30/03/2023 02:43:08,1680118988642,-7,29/03/2023 12:43:08,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,18289.09200004769,18276.322,18289.09200004769,18289.09200004769,18276.322,18289.09200004769,1,0,18289.09200004769,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
7,1680144194457,30/03/2023 02:43:14,1680118994457,-7,29/03/2023 12:43:14,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,6,main,Screen 1,cnypgd,1,response,B,5827.570000000007,5816.600000000006,5827.570000000007,5827.570000000007,5816.600000000006,5827.570000000007,1,0,5827.570000000007,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
8,1680144197718,30/03/2023 02:43:17,1680118997718,-7,29/03/2023 12:43:17,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,7,main,Screen 1,cnypgd,1,response,A,3271.8700000953686,3255.642000000007,3271.8700000953686,3271.8700000953686,3255.642000000007,3271.8700000953686,1,0,3271.8700000953686,0,0,,Click Response,Response,2,object-5,main,"Naquela casa, mora um homem sozinho.",Apenas um homem mora em casa.,O homem se sente sozinho.,opt_b,1,
9,1680144201081,30/03/2023 02:43:21,1680119001081,-7,29/03/2023 12:43:21,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,8,main,Screen 1,cnypgd,1,response,A,3379.6279999523103,3371.2439999999915,3379.6279999523103,3379.6279999523103,3371.2439999999915,3379.6279999523103,1,0,3379.6279999523103,0,0,,Click Response,Response,2,object-5,main,Santiago comprou um novo computador.,O computador era 100% novo.,Comprei outro computador.,opt_b,1,
10,1680144203837,30/03/2023 02:43:23,1680119003837,-7,29/03/2023 12:43:23,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,9,main,Screen 1,cnypgd,1,response,B,2764.683999904635,2759.671000000002,2764.683999904635,2764.683999904635,2759.671000000002,2764.683999904635,1,0,2764.683999904635,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
11,1680144212645,30/03/2023 02:43:32,1680119012645,-7,29/03/2023 12:43:32,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,10,main,Screen 1,cnypgd,1,response,A,8812.712999952317,8798.054000000004,8812.712999952317,8812.712999952317,8798.054000000004,8812.712999952317,1,0,8812.712999952317,0,0,,Click Response,Response,2,object-5,main,Marta é a pessoa única de quem falei.,"Não contei a você sobre mais ninguém, além de Marta.","Não há ninguém (tão especial) quanto Marta, que eu te disse.",opt_b,1,
12,1680144212662,30/03/2023 02:43:32,1680119012662,-7,29/03/2023 12:43:32,128242,3,task-6yod,,28535112,BLIND,8481611,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 111.0.0.0,1366x768,1366x649,,Interpretation,3,conds_collocation,,,,,,,END,,,,,,,0,,,,,,,,,,,,,,,,
1,1680117748212,29/03/2023 19:22:28,1680121348212,1,29/03/2023 21:22:28,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,,,,,,,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,
2,1680117752172,29/03/2023 19:22:32,1680121352172,1,29/03/2023 21:22:32,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,1,main,Screen 1,cnypgd,1,response,B,3965.1,3949.4999999999995,3965.1,3965.1,3949.4999999999995,3965.1,1,0,3965.1,0,0,,Click Response,Response,3,object-6,main,O próprio presidente conversou com a classe.,Muitos anos atrás eles são amigos.,O presidente que já havia falado com a classe.,opt_a,1,
3,1680117754331,29/03/2023 19:22:34,1680121354331,1,29/03/2023 21:22:34,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,2,main,Screen 1,cnypgd,1,response,A,2173.6000000000004,2166.38,2173.6000000000004,2173.6000000000004,2166.38,2173.6000000000004,1,0,2173.6000000000004,0,0,,Click Response,Response,2,object-5,main,Seus vizinhos são pobres homens.,Os vizinhos são infelizes.,Os vizinhos não têm dinheiro.,opt_a,1,
4,1680117757652,29/03/2023 19:22:37,1680121357652,1,29/03/2023 21:22:37,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,3,main,Screen 1,cnypgd,1,response,A,3328.2200000000003,3316.2200000000003,3328.2200000000003,3328.2200000000003,3316.2200000000003,3328.2200000000003,1,0,3328.2200000000003,0,0,,Click Response,Response,2,object-5,main,Minha avó tem duas lâmpadas antigas na sala.,Ele tem duas lâmpadas velhas na sala.,Possui dois Lumpears na sala de estar que as relíquias.,opt_a,1,
5,1680117771043,29/03/2023 19:22:51,1680121371043,1,29/03/2023 21:22:51,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,4,main,Screen 1,cnypgd,1,response,A,13403,13398.259999999998,13403,13403,13398.259999999998,13403,1,0,13403,0,0,,Click Response,Response,2,object-5,main,O artigo contém informações certas.,Contém algumas informações.,Ele contém informações que são para verar.,opt_b,1,
6,1680117773252,29/03/2023 19:22:53,1680121373252,1,29/03/2023 21:22:53,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,5,main,Screen 1,cnypgd,1,response,A,2214.7400000000016,2199.7000000000007,2214.7400000000016,2214.7400000000016,2199.7000000000007,2214.7400000000016,1,0,2214.7400000000016,0,0,,Click Response,Response,2,object-5,main,Mariela é uma velha amiga de Florence.,Muitos anos atrás eles são amigos.,Mariela é velha.,opt_a,1,
7,1680117775956,29/03/2023 19:22:55,1680121375956,1,29/03/2023 21:22:55,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,6,main,Screen 1,cnypgd,1,response,A,2718.040000000001,2716.3199999999997,2718.040000000001,2718.040000000001,2716.3199999999997,2718.040000000001,1,0,2718.040000000001,0,0,,Click Response,Response,2,object-5,main,Seus pais falam uma rara língua.,Eles falam um idioma que muito poucas pessoas falam.,Eles falam uma linguagem estranha.,opt_a,1,
8,1680117780155,29/03/2023 19:23:00,1680121380155,1,29/03/2023 21:23:00,128242,3,task-6yod,,28535931,BLIND,8481996,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 111.0,1536x864,1536x739,,Interpretation,3,conds_collocation,7,main,Screen 1,cnypgd,1,response,B,4200.720000000001,4199.440000000002,4200.720000000001,4200.720000000001,4199.440000000002,4200.720000000001,1,0,4200.720000000001,0,0,,Click Response,Response,3,object-6,main,As grandes obras são impressionantes.,Os trabalhos não são pequenos.,Os trabalhos são ótimos.,opt_b,1,
